Step,lr1,lr2,311,312
83971,0.220900882,0.220900882,0.21612015,0.189640904
84165,0.21805616,0.21805616,0.216930118,0.189896381
84197,0.214828069,0.214828069,0.216351992,0.189189739
84205,0.215195214,0.215195214,0.215589735,0.188732266
84394,0.215174009,0.215174009,0.215108609,0.188976804
84409,0.215273288,0.215273288,0.215723634,0.189415984
84475,0.219598762,0.219598762,0.214153411,0.18997903
84601,0.222144752,0.222144752,0.213950041,0.190135602
84686,0.221873286,0.221873286,0.214032046,0.189973696
84740,0.221727303,0.221727303,0.214638411,0.190078278
84818,0.223888356,0.223888356,0.214708378,0.188549799
85020,0.221320422,0.221320422,0.21405347,0.189097143
85052,0.222698755,0.222698755,0.214398799,0.18992291
85089,0.220142004,0.220142004,0.214383993,0.190903692
85169,0.220247783,0.220247783,0.214531184,0.191004517
85320,0.220651995,0.220651995,0.215683031,0.191998524
85508,0.220440501,0.220440501,0.215499133,0.191932767
85539,0.219115215,0.219115215,0.215064119,0.192015173
85572,0.220080783,0.220080783,0.21572796,0.192229023
85686,0.221429309,0.221429309,0.215521974,0.192621973
85749,0.22177032,0.22177032,0.216054446,0.193466209
85985,0.225893193,0.225893193,0.217054292,0.193824726
86014,0.226199766,0.226199766,0.216831983,0.193614181
86452,0.223897596,0.223897596,0.217038449,0.193669867
86642,0.222824597,0.222824597,0.217047642,0.19404639
86649,0.223910957,0.223910957,0.21806905,0.194988445
86780,0.225771169,0.225771169,0.218437267,0.195894201
86793,0.225300378,0.225300378,0.218225779,0.196678573
86839,0.226876006,0.226876006,0.218254702,0.195494622
86865,0.226875543,0.226875543,0.218353346,0.196448576
87008,0.231686624,0.231686624,0.218238136,0.196731199
87393,0.228993718,0.228993718,0.218211098,0.197134788
87450,0.229018124,0.229018124,0.21836273,0.197189064
87556,0.226513149,0.226513149,0.218095898,0.197304963
87621,0.22262063,0.22262063,0.217901882,0.198229733
87666,0.22265716,0.22265716,0.217799033,0.19857532
87829,0.223040948,0.223040948,0.216283867,0.197710979
88093,0.224380101,0.224380101,0.215439749,0.196518021
88137,0.22384621,0.22384621,0.215221346,0.196109075
88374,0.226278218,0.226278218,0.215500436,0.195861227
88441,0.225493123,0.225493123,0.214800032,0.196123475
88674,0.225965951,0.225965951,0.214442877,0.195411786
88766,0.224088666,0.224088666,0.214661871,0.195621854
88815,0.224119607,0.224119607,0.215371987,0.196023807
88922,0.22355198,0.22355198,0.216526295,0.196836421
89262,0.224281977,0.224281977,0.216112649,0.197082879
89347,0.227595668,0.227595668,0.214704896,0.196801584
89363,0.229657486,0.229657486,0.214788575,0.19626793
89745,0.229803508,0.229803508,0.215205391,0.197560376
89762,0.230093407,0.230093407,0.217137208,0.199486855
89873,0.229312378,0.229312378,0.217411749,0.199362072
89892,0.229435151,0.229435151,0.217633162,0.199672942
89973,0.228841112,0.228841112,0.21799369,0.199237477
90035,0.228423551,0.228423551,0.217510966,0.198942975
90237,0.227732755,0.227732755,0.217992454,0.199370348
90450,0.226491114,0.226491114,0.217365166,0.199788924
91074,0.226001933,0.226001933,0.217572332,0.199743084
91094,0.22660422,0.22660422,0.218594417,0.201063981
91300,0.228299721,0.228299721,0.219266311,0.201081584
91474,0.230833461,0.230833461,0.218978073,0.201428048
91624,0.230849367,0.230849367,0.21844044,0.201500222
91644,0.230646528,0.230646528,0.218272311,0.202503103
91647,0.231737244,0.231737244,0.218572351,0.202834223
91709,0.233328147,0.233328147,0.218637637,0.203287174
91732,0.231753727,0.231753727,0.219103845,0.203166743
91735,0.232304136,0.232304136,0.219134596,0.203033827
92094,0.231823754,0.231823754,0.219975768,0.204296115
92120,0.229893501,0.229893501,0.221018164,0.205204207
92246,0.229896018,0.229896018,0.220654809,0.204886314
92309,0.227466738,0.227466738,0.221359156,0.205823734
92729,0.231744023,0.231744023,0.221924179,0.205916883
92788,0.232768634,0.232768634,0.22227325,0.205353771
92790,0.232525138,0.232525138,0.222677854,0.206192246
92821,0.231732858,0.231732858,0.222480037,0.206073338
92892,0.229135447,0.229135447,0.222819554,0.206485978
93126,0.231473495,0.231473495,0.223499536,0.206892629
93223,0.23320307,0.23320307,0.223017605,0.207211327
93471,0.232195038,0.232195038,0.223136964,0.207378726
93901,0.232349845,0.232349845,0.22365261,0.206869411
94061,0.232120047,0.232120047,0.22460212,0.206493403
94380,0.230106828,0.230106828,0.224901181,0.206468297
94424,0.228077367,0.228077367,0.224550357,0.20644087
94536,0.226709994,0.226709994,0.224777609,0.207515189
94784,0.224942372,0.224942372,0.225495556,0.208530444
94891,0.222992151,0.222992151,0.225424546,0.208752283
95030,0.222274219,0.222274219,0.225281741,0.206700732
95057,0.221915079,0.221915079,0.226063303,0.207246738
95184,0.221140821,0.221140821,0.225688944,0.20638925
95321,0.223046892,0.223046892,0.226020763,0.206676241
95377,0.223856712,0.223856712,0.226161294,0.207107532
95409,0.224050086,0.224050086,0.227969256,0.207811872
95480,0.226434684,0.226434684,0.227886065,0.208886722
95860,0.228054947,0.228054947,0.227792712,0.208513109
95949,0.230507389,0.230507389,0.228202475,0.208342839
95972,0.230287764,0.230287764,0.227699661,0.207999088
96032,0.229164871,0.229164871,0.227676721,0.206727155
96301,0.231249113,0.231249113,0.227008839,0.206176846
96381,0.232818769,0.232818769,0.227835529,0.206406636
96465,0.232034493,0.232034493,0.227576447,0.206442379
96505,0.231614897,0.231614897,0.226943107,0.205829442
96535,0.2331021,0.2331021,0.227308722,0.206365971
96600,0.23240004,0.23240004,0.227127649,0.206292535
96632,0.23232618,0.23232618,0.2257434,0.205310546
97018,0.234623462,0.234623462,0.226350452,0.205943225
97156,0.233635664,0.233635664,0.224888679,0.206254945
97226,0.232055986,0.232055986,0.225145715,0.206356859
97296,0.232228527,0.232228527,0.226108972,0.207267905
97416,0.233198055,0.233198055,0.227564028,0.208257569
97460,0.232021987,0.232021987,0.227268697,0.208666955
97596,0.230449982,0.230449982,0.226906204,0.207929197
97653,0.227658219,0.227658219,0.227164242,0.208277734
97742,0.225459112,0.225459112,0.227070065,0.208648869
97796,0.226098096,0.226098096,0.227140328,0.209722676
97876,0.223273911,0.223273911,0.226914263,0.208907664
97986,0.223228223,0.223228223,0.228332024,0.209659342
97996,0.2232651,0.2232651,0.228777676,0.209717453
98139,0.224328834,0.224328834,0.229267101,0.210487648
98212,0.223399104,0.223399104,0.229582907,0.21075548
98404,0.224181857,0.224181857,0.230751823,0.21010689
98474,0.223995252,0.223995252,0.23049854,0.209775516
98523,0.227181756,0.227181756,0.230122995,0.210058617
98605,0.227237452,0.227237452,0.229750974,0.21127016
98754,0.229488483,0.229488483,0.231075324,0.212389432
98990,0.228188766,0.228188766,0.231955611,0.213322893
99055,0.22847938,0.22847938,0.232591832,0.212698855
99506,0.227141293,0.227141293,0.233262406,0.213490622
99527,0.229511542,0.229511542,0.234454488,0.213970195
99612,0.227613332,0.227613332,0.234579952,0.214131635
99614,0.226156515,0.226156515,0.233523843,0.213976916
99884,0.227251229,0.227251229,0.233482368,0.213029711
100284,0.228551385,0.228551385,0.232370243,0.212701133
100323,0.227981776,0.227981776,0.2328685,0.213175824
100489,0.228571739,0.228571739,0.233368416,0.21378809
100566,0.227456722,0.227456722,0.233858969,0.213745927
100589,0.228463573,0.228463573,0.234522078,0.214715752
100751,0.228161052,0.228161052,0.234096177,0.21492556
100858,0.22788836,0.22788836,0.233640947,0.21455942
100890,0.228898218,0.228898218,0.23481806,0.215408235
100917,0.227869945,0.227869945,0.235437292,0.215354225
100926,0.226100598,0.226100598,0.236415495,0.215464171
100997,0.225189741,0.225189741,0.236345025,0.21535616
101072,0.223920363,0.223920363,0.236510786,0.216226133
101155,0.223047816,0.223047816,0.2368161,0.215932154
101234,0.222575468,0.222575468,0.236197112,0.215258564
101335,0.223784391,0.223784391,0.237913769,0.215358801
101355,0.223718085,0.223718085,0.238295102,0.214782034
101431,0.224453737,0.224453737,0.238830387,0.215585927
101488,0.223728825,0.223728825,0.238942368,0.215417503
101499,0.226477764,0.226477764,0.238738224,0.215883961
101923,0.229555564,0.229555564,0.239349877,0.216463706
101943,0.229989535,0.229989535,0.239937345,0.216835427
102300,0.234708478,0.234708478,0.240360692,0.216760589
102307,0.236825595,0.236825595,0.240592828,0.216909743
102475,0.236075239,0.236075239,0.239736584,0.215851897
102509,0.235652097,0.235652097,0.23951743,0.214601352
102541,0.233488349,0.233488349,0.239414527,0.214262633
102595,0.233032666,0.233032666,0.238416328,0.213604978
102685,0.231238629,0.231238629,0.238132703,0.213061127
102880,0.232256588,0.232256588,0.237862587,0.213578659
102911,0.232240724,0.232240724,0.237931182,0.213517385
102966,0.232237056,0.232237056,0.238043074,0.213537788
103001,0.231590617,0.231590617,0.236803517,0.213235552
103011,0.229339302,0.229339302,0.235637496,0.212100696
103206,0.228423107,0.228423107,0.235760049,0.212509235
103317,0.225884104,0.225884104,0.235947021,0.213041194
103462,0.225119294,0.225119294,0.234589547,0.211754807
103517,0.22662154,0.22662154,0.234521664,0.212195152
103729,0.224276807,0.224276807,0.233663284,0.21238054
103947,0.224979326,0.224979326,0.233624663,0.21229677
104276,0.225813173,0.225813173,0.23231061,0.210984046
104334,0.224673835,0.224673835,0.232536259,0.211138989
104704,0.225152643,0.225152643,0.231400033,0.209136126
104808,0.222362227,0.222362227,0.231164199,0.209098813
104822,0.220283578,0.220283578,0.231037188,0.208923186
104841,0.221442391,0.221442391,0.230932044,0.208826858
104882,0.220122536,0.220122536,0.230488511,0.209126854
104896,0.220255238,0.220255238,0.231302445,0.209972025
104911,0.219203071,0.219203071,0.232742524,0.210421719
104924,0.220283509,0.220283509,0.232459197,0.209355025
104963,0.219611245,0.219611245,0.233197848,0.209890036
105003,0.221654049,0.221654049,0.233726671,0.20990751
105012,0.222561389,0.222561389,0.233254449,0.209697036
105069,0.222020808,0.222020808,0.234263601,0.211096084
105093,0.223387927,0.223387927,0.235102131,0.211435932
105263,0.22346012,0.22346012,0.236526412,0.212930676
105265,0.2226046,0.2226046,0.236756014,0.213118906
105434,0.222854141,0.222854141,0.236717475,0.213257028
105610,0.223780236,0.223780236,0.23530542,0.212326685
105702,0.224156224,0.224156224,0.235376717,0.212371232
105774,0.225052857,0.225052857,0.236063091,0.213537578
105788,0.224362852,0.224362852,0.235141114,0.213325463
105981,0.226268898,0.226268898,0.234790047,0.212728211
106210,0.225444915,0.225444915,0.234673451,0.212572121
106267,0.223520769,0.223520769,0.234220315,0.21237919
106390,0.223895803,0.223895803,0.23497868,0.21214222
106566,0.222839329,0.222839329,0.234541819,0.212300348
106666,0.223541385,0.223541385,0.233134176,0.212365073
106769,0.22229261,0.22229261,0.232877016,0.211920079
107103,0.22037047,0.22037047,0.233151172,0.212253022
107764,0.220605284,0.220605284,0.233473546,0.212684135
107804,0.22047467,0.22047467,0.233792642,0.212597541
107837,0.219844178,0.219844178,0.233001059,0.211451898
108021,0.218565799,0.218565799,0.234075104,0.211473089
108449,0.219157709,0.219157709,0.234211629,0.21124372
108586,0.217856305,0.217856305,0.232440343,0.210814576
108860,0.218509985,0.218509985,0.23202886,0.210545944
109098,0.21785819,0.21785819,0.232261344,0.210742388
109242,0.216555216,0.216555216,0.232363942,0.210519096
109243,0.217609239,0.217609239,0.232046482,0.211719065
109301,0.216908637,0.216908637,0.232123217,0.21139338
109497,0.216271373,0.216271373,0.232098916,0.212021604
109501,0.214598715,0.214598715,0.231656097,0.212092822
109580,0.213249439,0.213249439,0.231986607,0.211440477
109822,0.212935301,0.212935301,0.231334065,0.210869962
110063,0.213243322,0.213243322,0.231383056,0.211544001
110191,0.213533133,0.213533133,0.231851362,0.211884834
110224,0.214625548,0.214625548,0.232006075,0.212063219
110306,0.21755141,0.21755141,0.233853536,0.211326054
110418,0.220226413,0.220226413,0.233562663,0.209997035
110478,0.220043117,0.220043117,0.2344774,0.209570893
110586,0.220429942,0.220429942,0.235488535,0.209824316
110622,0.220506937,0.220506937,0.236255243,0.2103992
110641,0.220220199,0.220220199,0.235770898,0.210705074
110737,0.219672689,0.219672689,0.235273253,0.209989486
110781,0.219216854,0.219216854,0.234559648,0.209669236
111194,0.21819002,0.21819002,0.234530058,0.21072231
111235,0.21796815,0.21796815,0.233470592,0.211100376
111323,0.217661962,0.217661962,0.233595673,0.211538011
111545,0.219059436,0.219059436,0.23367232,0.209445267
111581,0.220911913,0.220911913,0.233130842,0.209405657
111698,0.222091261,0.222091261,0.233221499,0.209063377
111887,0.22169,0.22169,0.23272809,0.208580235
111915,0.221932012,0.221932012,0.233150236,0.209723455
112470,0.223110842,0.223110842,0.233202641,0.209337257
112664,0.223464315,0.223464315,0.23350355,0.210185014
112703,0.224739208,0.224739208,0.233745542,0.208902806
112902,0.223224887,0.223224887,0.23476359,0.209667822
113322,0.224850466,0.224850466,0.234589498,0.209814195
113463,0.225230472,0.225230472,0.233098421,0.2104894
113589,0.225684094,0.225684094,0.233281437,0.210507948
113741,0.225573459,0.225573459,0.234126788,0.211266192
113980,0.225315755,0.225315755,0.234841922,0.211789434
114292,0.225023928,0.225023928,0.235023613,0.211873352
114298,0.225214672,0.225214672,0.234984314,0.211802801
114459,0.225514906,0.225514906,0.236012166,0.211744385
114467,0.22589735,0.22589735,0.236581055,0.211482445
114703,0.226204798,0.226204798,0.236355354,0.211000525
114820,0.22718025,0.22718025,0.237119345,0.211563674
115096,0.226179608,0.226179608,0.237002768,0.211240937
115149,0.225012592,0.225012592,0.237496098,0.211867415
115506,0.224773112,0.224773112,0.23809158,0.212544945
115518,0.224371598,0.224371598,0.237684488,0.212479425
115765,0.22424183,0.22424183,0.238138174,0.212614065
115772,0.22532209,0.22532209,0.239049974,0.211627649
115878,0.22447969,0.22447969,0.239544202,0.211464598
116039,0.224293076,0.224293076,0.238514093,0.21195328
116129,0.224191109,0.224191109,0.238617351,0.21224588
116387,0.223505641,0.223505641,0.238684507,0.212513233
116453,0.225630122,0.225630122,0.239227753,0.212153752
116624,0.227211963,0.227211963,0.238133649,0.211279239
116673,0.23319432,0.23319432,0.237640464,0.211353769
116711,0.234830943,0.234830943,0.236634045,0.21105406
116745,0.234685744,0.234685744,0.236467181,0.210901711
116783,0.235513742,0.235513742,0.237118533,0.211090237
116822,0.235706767,0.235706767,0.236800408,0.211411678
116885,0.236764206,0.236764206,0.236364477,0.210722454
116938,0.237444372,0.237444372,0.236122403,0.210637799
116977,0.234730906,0.234730906,0.235545813,0.210352127
117016,0.237139779,0.237139779,0.235329044,0.209773337
117030,0.237036247,0.237036247,0.236720162,0.210285221
117047,0.239075223,0.239075223,0.237785443,0.210641211
117155,0.237358271,0.237358271,0.237702694,0.209449241
117175,0.239634658,0.239634658,0.237945107,0.209186553
117209,0.239879027,0.239879027,0.238246268,0.209872201
117267,0.239696739,0.239696739,0.239475257,0.210257276
117635,0.237618331,0.237618331,0.239461757,0.21064402
117686,0.236108474,0.236108474,0.239556756,0.210072894
117825,0.236483684,0.236483684,0.239987067,0.209820798
117941,0.236063357,0.236063357,0.239819245,0.20919863
118161,0.235799412,0.235799412,0.239825808,0.209450285
118190,0.234542864,0.234542864,0.240064148,0.209538967
118651,0.235017869,0.235017869,0.239084106,0.208611076
118908,0.235562782,0.235562782,0.238861493,0.208052101
118937,0.23592261,0.23592261,0.239851666,0.208540852
118998,0.234009767,0.234009767,0.240915296,0.208854843
119302,0.234470501,0.234470501,0.240409011,0.208631726
119447,0.236219455,0.236219455,0.240213754,0.208556736
119470,0.235079488,0.235079488,0.239520585,0.208594062
119549,0.235103447,0.235103447,0.238821486,0.209124424
119979,0.236709716,0.236709716,0.238858597,0.208646772
119994,0.237926601,0.237926601,0.238984894,0.208042095
120193,0.238209974,0.238209974,0.239202577,0.208862169
120291,0.237377398,0.237377398,0.23983896,0.208888419
120477,0.236828452,0.236828452,0.240062185,0.208967331
120854,0.236265863,0.236265863,0.239852557,0.208612455
120914,0.236320523,0.236320523,0.239816316,0.208817455
121192,0.237018873,0.237018873,0.2400755,0.208967176
121193,0.235781794,0.235781794,0.239966393,0.209005362
121304,0.236661235,0.236661235,0.238855596,0.209678678
121332,0.234665838,0.234665838,0.239146633,0.209877151
121362,0.234299249,0.234299249,0.239606352,0.20944373
121403,0.233715395,0.233715395,0.239394911,0.209260246
121519,0.234851363,0.234851363,0.239558615,0.209854261
121593,0.236487019,0.236487019,0.240406505,0.210470494
121835,0.235583493,0.235583493,0.239858782,0.210033633
121877,0.234047702,0.234047702,0.240019292,0.210461353
121913,0.233415885,0.233415885,0.241115408,0.210022775
122096,0.235206405,0.235206405,0.241550645,0.211095483
122205,0.235071889,0.235071889,0.241469461,0.212069399
122236,0.232948524,0.232948524,0.241785347,0.212032016
122306,0.23191658,0.23191658,0.241885922,0.212298656
122529,0.233272738,0.233272738,0.242288761,0.211655323
122622,0.229871198,0.229871198,0.243226217,0.21094923
122634,0.227907077,0.227907077,0.242739642,0.210247358
122739,0.228517918,0.228517918,0.242003897,0.210025758
123068,0.226722986,0.226722986,0.24181629,0.2096808
123550,0.224734827,0.224734827,0.2428188,0.209332107
123609,0.225938351,0.225938351,0.243256187,0.208844681
123633,0.227425654,0.227425654,0.242629342,0.208801734
123666,0.226332249,0.226332249,0.242994291,0.209178815
124103,0.229362254,0.229362254,0.244859375,0.20890488
124169,0.227512672,0.227512672,0.244397752,0.20891706
124197,0.226230191,0.226230191,0.243164087,0.208513105
124219,0.226523256,0.226523256,0.243197077,0.208336425
124532,0.226338842,0.226338842,0.24280973,0.208434055
124711,0.225418056,0.225418056,0.243161392,0.208747085
124760,0.226031605,0.226031605,0.243212941,0.208431509
124763,0.224446296,0.224446296,0.243359713,0.208753321
124774,0.224825304,0.224825304,0.244230299,0.209322668
124818,0.224854145,0.224854145,0.244012902,0.20821021
124999,0.22402625,0.22402625,0.246265982,0.209264386
