Step,worker3,worker4
42,0.020198394,0.022952043
167,0.01724867985,0.0195766185
229,0.014849597122499999,0.017394462525
234,0.014707995904125,0.015847185746250003
273,0.024011660568506253,0.016568763934312503
474,0.026670196883230315,0.02629463059416563
536,0.023443232800745766,0.04097731585504079
579,0.039389871280633905,0.05809200852678467
586,0.05052894113853883,0.07118779189776697
634,0.055278502267758,0.06355411641310192
647,0.06614001497759431,0.06331043865113663
714,0.07462444053095517,0.05840847395346613
808,0.07660316770131188,0.06146217606044621
1014,0.0727678243461151,0.06921194105137929
1333,0.07987948464419783,0.06410153554367239
1337,0.07987255454756816,0.05843953151212153
1385,0.07097403516543294,0.0798324717353033
1392,0.06328754299061799,0.09157729612500781
1436,0.06282016564202529,0.08374464890625663
1691,0.07010784834572151,0.09504807622031813
1734,0.07070734309386328,0.08317053768727041
1737,0.06237658442978379,0.07165930133417985
1877,0.060446708815316226,0.08010360768405286
1917,0.0680172595430188,0.07368538358144493
2036,0.06880996176156597,0.0721096006442282
2199,0.06347221419733107,0.07100601499759396
2307,0.06402898671773141,0.06851276764795486
2389,0.0634059329600717,0.06349435240076164
2485,0.07883325686606095,0.05882555659064739
2486,0.07179748558615182,0.054703061052050285
2498,0.06771961654822904,0.061747191694242747
2685,0.059020816465994684,0.06017290124010633
3038,0.061239479596095485,0.07027869580409038
3230,0.05553143560668116,0.07323517093347683
3246,0.053241364365678986,0.0685619684934553
3305,0.05072139611082714,0.06643242231943701
3618,0.05532896004420307,0.059518304571521456
3620,0.06272741633757262,0.07233383483579324
3670,0.06507651138693672,0.06536876786042425
3741,0.059929834028896206,0.06741538888136062
3814,0.062221355674561774,0.06223284494915653
3821,0.056288696573377504,0.06764560860678305
3956,0.06604155278737088,0.0711732746157656
4317,0.05831910071926524,0.07374431592340076
4400,0.054390615311375456,0.06744246853489064
4492,0.052722310614669136,0.06531010805465703
4509,0.048591187972468766,0.06209890114645848
4676,0.049107649676598454,0.06547856222448971
4788,0.04546844557510868,0.06264135749081626
4971,0.04228251418884237,0.07781848671719382
5134,0.05084184656051602,0.07149246940961475
5345,0.045165942926438614,0.08111815894817254
5359,0.04196831973747282,0.07607298800594665
5723,0.0401576970768519,0.06965702150505465
5864,0.041752475015324114,0.06294100122929645
5907,0.0457131071130255,0.05901229794490199
5990,0.04318008109607168,0.06257927650316669
6200,0.04992079488166093,0.057763444527691686
6219,0.04627530379941179,0.054750029948537934
6289,0.05322006022950002,0.06008018320625724
6574,0.06534035074507502,0.05688749197531866
6699,0.06326649248331376,0.05694401122902086
6711,0.06003341986081669,0.06525764674466773
6854,0.05813312703169419,0.059560946182967575
6966,0.05766979082694006,0.05694094550552244
7155,0.053274122302899046,0.059121464829694076
7382,0.04991354355746419,0.06296663415523997
7460,0.06679232227384456,0.06248840458195397
7463,0.06940929348276788,0.06150025459466087
7511,0.0627213253103527,0.05903008825546174
7798,0.06425657166379979,0.054631537867142484
7833,0.06468809546422982,0.06266396828707112
7991,0.06527852659459535,0.059472635294010444
8066,0.06137591695540605,0.05590666859990888
8180,0.07534864106209514,0.05155139930992255
8221,0.06680223505278086,0.05445177736343417
8363,0.06801728889486373,0.049767916908919047
8498,0.07115031251063417,0.047080066022581184
8508,0.07083903288403905,0.04372847876919401
8601,0.07094751815143319,0.04253108475381491
8878,0.0650011398287182,0.04666124239074268
8935,0.05932534655441047,0.06167439103213128
8993,0.0555274942212489,0.06154303137731158
9260,0.05577107393806156,0.05651094487071484
9468,0.04949804769735233,0.05719786344010762
9554,0.05003219729274948,0.05589560762409147
9567,0.047608706498837056,0.05773962353047775
9698,0.046663283724011496,0.05405200905090609
9843,0.04822590471540977,0.053693166593270183
9907,0.044954479608098306,0.06447273350427966
10276,0.04019150341688356,0.06181982787863771
10283,0.03994571335435102,0.07977454304684206
10399,0.042604139151198366,0.09365612593981576
10479,0.048660104728518616,0.08865976859884339
10522,0.07184039796924083,0.07901551340901689
10607,0.0672281786238547,0.07376685824766435
10780,0.060383089180276496,0.0769004293105147
10902,0.06058349320323502,0.07502675781393749
10905,0.055633602372749766,0.07378581714184686
10966,0.0511682200668373,0.07256172547056983
10974,0.053899448406811705,0.07119892859998435
11020,0.04703739249578995,0.0680073263099867
11102,0.041835121671421456,0.062125987063488694
11419,0.04459794112070824,0.056793038853965395
11472,0.044128742452602,0.057664621975870585
11532,0.0434563913847117,0.06777167672949
11566,0.040563346427004945,0.0793108656700665
11685,0.036390382662954204,0.09360822191955653
11759,0.03962976636351107,0.08561540068162306
11969,0.04427317065898441,0.0751972224293796
11974,0.04356805386013675,0.07360605746497265
12164,0.043851677631116234,0.07013737024522675
12290,0.0406430744864488,0.06418865280844273
12671,0.04665590301348148,0.05830600638717632
12877,0.05734003971145926,0.051944042979099866
13034,0.056281801154740366,0.05083610578223489
13061,0.05608103228152931,0.04696555141489965
13546,0.05712893808929992,0.043661559852664705
13597,0.05082903152590493,0.049358502124765
13620,0.05146811454701919,0.05317916350605025
13810,0.047488141214966306,0.061159985280142715
14080,0.04267156963272136,0.0662753576881213
14221,0.048731619487813155,0.0709566372349031
14294,0.05520236681464118,0.07301603219966764
14338,0.055797527542445,0.0711185203197175
14447,0.053685972061078245,0.07148080822175987
14638,0.05141685875191651,0.07749248838849589
14668,0.051301810439129035,0.0750129457302215
14779,0.049870062923259684,0.07533580637068828
14873,0.05197490013477073,0.07180898726508504
15473,0.050781017564555116,0.07027259437532228
15507,0.055475396479871854,0.06959939686902394
15740,0.055443342157891075,0.06926776863867035
15764,0.050183340884207416,0.0708675447928698
16116,0.0498803742015763,0.06792618087393933
16249,0.053381226421339856,0.06316545584284843
16321,0.05112776300813888,0.06238993921642116
16809,0.04663975325691805,0.06338423638395799
16857,0.045037538868380335,0.05945121982636429
17066,0.046517335238123285,0.05557468105240965
17097,0.0512142094524048,0.0757979207445482
17317,0.05358023873454408,0.07011330868286597
17339,0.04874937537436247,0.06653670363043608
17543,0.045455071268208094,0.06468886253587067
17557,0.040405901277976886,0.05854741335549007
17586,0.04335255898628035,0.06624240415216656
18451,0.0396181193883383,0.06736935772934158
19116,0.03904887758008756,0.06998877836994034
19169,0.03737264879307442,0.0724064156144493
19531,0.034407054324113256,0.0708203755222819
19640,0.03340767537549627,0.06909234409393962
19654,0.036924479619171835,0.07338465692984868
19731,0.03526896072629605,0.07454197324037137
19846,0.03461900926735165,0.06987562095431567
19995,0.0354077477772489,0.06960511006116832
20053,0.03455655766066157,0.06676856655199308
20062,0.05226533016156234,0.06048571956919411
20138,0.05652415968732799,0.06512563063381499
20244,0.05196251363422879,0.06520502163874274
20252,0.049604580889094474,0.07344069099293132
20323,0.061709718605730296,0.07172871549399162
20440,0.06397008966487075,0.06926975101989288
20539,0.05864663606514014,0.06788303881690895
20540,0.054752246055369116,0.0640144230443726
20578,0.06717835704706375,0.05922963273771671
20779,0.06672491799000418,0.0557207202770592
20782,0.05942758794150355,0.05070953193550032
20831,0.054944768050278016,0.053829577845175273
20855,0.05416383399273631,0.05506634601839898
21080,0.05274796209382586,0.06523272306563914
21144,0.054778493029751976,0.06057582215579327
21232,0.05485069267528918,0.059480505032424275
21319,0.0493641110739958,0.07673880542756063
21391,0.055063341562896426,0.07801940246342653
21523,0.05890012472846196,0.07935266944391255
21848,0.06366283611919267,0.07338115122732566
22245,0.059195389851313764,0.06712145994322681
22292,0.0567634731736167,0.0675409061517428
22330,0.06512042239757419,0.06734726077898137
22358,0.06911868058793806,0.07406303786213417
22472,0.06825558124974734,0.06857546428281404
22840,0.06318474436228524,0.06309891984039193
23138,0.05769940135794246,0.06697533926433313
23148,0.04989996290425109,0.07704212587468316
23192,0.053039748218613424,0.07793556174348068
23218,0.04992260958582141,0.07461494173195858
23286,0.0481476173479482,0.0662396715221648
23361,0.04746907114575597,0.06459637899384008
23427,0.04746549947389257,0.056733703744764066
23540,0.05454715990280869,0.051980031883049456
23670,0.051755255367387384,0.05973572670059204
23681,0.04708864386227928,0.058677360495503234
23701,0.04784511983293739,0.062362029421177745
23938,0.050596154057996785,0.06303148430800108
24147,0.04978828404929727,0.07088248486180092
24282,0.04936875039190268,0.06883639623253078
24284,0.056091843033117275,0.06883091369765117
24322,0.05730508247814969,0.07464762499300348
24345,0.05659835560642724,0.07067409979405297
24621,0.056683072365463154,0.07425887872494502
24719,0.052045568210643676,0.07612233221620326
24727,0.05361740422904712,0.07476837038377278
24901,0.05682813904469005,0.06573304067620686
24934,0.05282287653798654,0.06656805997477583
25008,0.05957023435728856,0.06650693722855945
25253,0.061846901753695276,0.06360328339427554
25332,0.06053708109064099,0.06505821508513421
25391,0.057262784027044836,0.06381467112236408
25812,0.05753152042298811,0.06153886525400947
25847,0.0575955229595399,0.06113524626590805
25921,0.05315236126560892,0.05649204782602184
26066,0.05707942692576758,0.05040896255211857
26155,0.05546385538690245,0.04610224406930078
26303,0.05118587542886708,0.04971688120890566
26470,0.050827021664537016,0.05001575662756981
26797,0.04754051391485646,0.04701779383343434
26798,0.046066021127628,0.05035229880841919
26829,0.044348597458483796,0.04483977288715631
27142,0.042606237289711225,0.046995525204082865
27154,0.04251314919625454,0.045527907473470436
27158,0.037190967066816356,0.05781950770244987
27159,0.0378021333567939,0.05774142749708239
27274,0.03554557860327481,0.05280447952252003
27505,0.03651284871278359,0.04916075159414202
27603,0.03848856370586605,0.04794893360502071
27638,0.037359967499986144,0.046975300764267605
27825,0.03516814882498822,0.051670905299627465
27916,0.03206925025123999,0.05613029845468334
27968,0.03183437931355399,0.06941844573648084
28438,0.03350749651652089,0.06327669547600871
28451,0.03758272028904276,0.05798966385460741
28543,0.03495857404568635,0.0574303071264163
28572,0.031889560238833395,0.057938511007453855
28970,0.03325166715300839,0.05340050295633578
28996,0.03693312178005713,0.04983177526288541
29062,0.037383805813048565,0.053046536073452596
29201,0.04191002734109128,0.04710617606243471
29263,0.03886772128992759,0.0515103700030695
29471,0.03788243169643846,0.04636142050260908
29487,0.03708570614197269,0.04763408672721772
29561,0.03511765407067678,0.046932028118135065
29611,0.041283782360075266,0.0531174231504148
29829,0.03877724435606398,0.05550473357785258
30005,0.03891910740265438,0.05271435024117469
30031,0.03905344959225622,0.06406363235499848
30092,0.04107413955341779,0.06084473940174871
30174,0.05030049967040512,0.06529490334148641
30243,0.050011752269844355,0.06376745449026344
30327,0.0485532818293677,0.06838010981672392
30470,0.04304875195496255,0.06672044714421534
30612,0.043214384361718164,0.06567890427258304
30706,0.06378740975746044,0.06378652493169558
30720,0.058602961593841374,0.06648690984194124
31406,0.05341455255476517,0.06316896866565005
31443,0.05017796017155039,0.05908130056580255
31696,0.04696426864581783,0.058078863080932165
31880,0.044773031348945155,0.05929443006879234
31936,0.04222905949660338,0.05590038545847349
31945,0.04214763162211287,0.05539217143970247
32004,0.05866219892879595,0.0560711409737471
32174,0.05574384708947656,0.05141353687768504
32207,0.05099947862605507,0.058917348396032285
32435,0.04811070248214681,0.05513101173662744
32542,0.048695033859824786,0.05157115027613333
32657,0.045134995080851066,0.05126376123471333
32762,0.049861956468723406,0.04920081779950633
32894,0.04705798989841489,0.05545567892958038
32902,0.04175404016365266,0.054210853240143325
33034,0.03893653643910476,0.05115588360412182
33152,0.04037772092323905,0.05600275101350355
33179,0.038173128934753185,0.06650264046147802
33181,0.04033137439454021,0.07533966614225632
33271,0.04074292363535918,0.07704277077091787
33341,0.04115494819005531,0.07792458540528019
33375,0.04306832926154701,0.07252085424448816
33403,0.04172158167231496,0.06557069210781494
33728,0.04321712402146772,0.0632297664416427
33737,0.043302035268247566,0.0625698764753963
33749,0.03989948652801043,0.058849574154086856
33768,0.04441891324880887,0.05619818463097383
33785,0.04125785941148753,0.05025263513632775
33839,0.0445693647997644,0.05350469226587859
33851,0.04494919872979974,0.0489456531259968
33876,0.042016466270329775,0.04571377500709728
33913,0.04242606897978031,0.05276855580603269
34017,0.044274627732813265,0.05275494123512778
34036,0.04282551632289128,0.05156719559985861
34141,0.03973046442445759,0.05303445800987982
34362,0.04110279471078895,0.049664053108397846
34383,0.0400552483041706,0.05015544394213817
34525,0.04356038870854501,0.051141902000817446
34599,0.04234261390226326,0.04743770390069482
34783,0.03912092726692377,0.044952750065590595
35333,0.0467770112268852,0.042854196955752
35354,0.04291556824285242,0.0470451351623892
35362,0.04331803815642456,0.04934605563803082
35377,0.04334818543296087,0.0481539272423262
35483,0.04687766301801674,0.04847626655597727
35573,0.047085700865314224,0.04830301947258068
35771,0.049146351685517085,0.051684170151693576
35778,0.04571723728268952,0.05070644027893954
35849,0.04437446739028609,0.04632628348709861
35953,0.04037172903174317,0.049281110464033814
35970,0.037238924876981695,0.05924341289442875
36037,0.04356975409543444,0.05937164236026443
36246,0.04321508853111927,0.05625793360622477
36275,0.04099182385145138,0.05616046651529105
36629,0.04677935307373367,0.05128124078799739
36659,0.047412244312673615,0.047230327769797784
36767,0.043787503415772575,0.050922697804328114
36819,0.04059502095340669,0.051313366233678895
36850,0.04196824156039569,0.04830511739862706
36907,0.04172714947633634,0.049319233738833
37202,0.04292471415488589,0.05751100677800805
37455,0.039391000331653006,0.05972667826130684
37489,0.04536757598190506,0.05570464092211082
37764,0.0436159286346193,0.05204627668379419
37876,0.04115920468942641,0.05292041643122506
38192,0.04351384893601244,0.0516315539665413
38439,0.041707667295610575,0.04968714867156011
38455,0.04231854675126899,0.04303232252082609
38720,0.04195999773857864,0.04332219834270218
38840,0.04063789597779185,0.04971401299129685
38981,0.03774627563112307,0.05050346884260233
39005,0.04016403013645461,0.046301206566211985
39296,0.04979183741598642,0.05352519928128019
39702,0.04946336375358845,0.06120229103908816
39730,0.05207656479055019,0.05861196848322494
39781,0.04940718882196766,0.0545422581107412
39878,0.04893889334867251,0.05323047914413001
39909,0.045354392796371636,0.05308575102251051
39914,0.04465969452691589,0.052223810969133935
40020,0.05217687169787851,0.04745857572376385
40296,0.04956704799319673,0.04631404336519927
40500,0.06348826419421723,0.04353651341041938
40647,0.05807581161508464,0.04754547379885647
40663,0.06432772287282194,0.046509087829028004
40667,0.06283722284189865,0.0437963602046738
40700,0.06125577316561385,0.054653258323972734
40720,0.05381751974077177,0.05142885797537682
40793,0.053842899929656005,0.0651825324290703
41040,0.052271803090207604,0.05797735556470975
41244,0.05256068627667646,0.05176928988000329
41271,0.05754003973517499,0.058889994348002794
41341,0.05621680277489874,0.05853339884580237
41539,0.057264609358663926,0.05855265346893202
41555,0.05844880935486434,0.05277714684859222
42013,0.06536982235163469,0.04681340457130339
42134,0.06222758869888949,0.05523008838560788
42244,0.05706238779405607,0.0517503307277667
42450,0.05366439492494766,0.047766981768601696
42468,0.0498126143862055,0.04454898560331144
42678,0.046651938978274674,0.043321946962814724
42981,0.04242696443153347,0.04073811371839251
43278,0.043821121066803456,0.04697103541063364
43518,0.04184950410678293,0.055556207949038594
43553,0.03919535429076549,0.0580323707566828
43607,0.037327119547150664,0.05221866239318038
43639,0.044710367865078066,0.05415911858420333
43711,0.04411981143531636,0.05291669879657283
43738,0.04326105717001891,0.048592046877086896
43742,0.041335365094516074,0.056244885195523855
43805,0.04444139468033866,0.05658688171619528
43993,0.046717539578287864,0.05618526710876599
44073,0.048669536741544686,0.06157250974245109
44200,0.04390610828031298,0.06148942343108343
44207,0.04266393183826603,0.06017440591642091
44251,0.04354889256252612,0.05627614592895778
44304,0.0414571789281472,0.06296241423961411
44585,0.05024459368892512,0.058790702853672
44802,0.04586930433558635,0.0615561558256212
44816,0.042089897685248394,0.057727289751778016
44964,0.043645856132461136,0.06026103668901131
45310,0.044304991512591964,0.061632734685659614
45319,0.04188429563570317,0.05797888698281067
45372,0.041013050990347695,0.05345408148538907
45507,0.04039547129179554,0.04865021456258071
45658,0.040859520398026206,0.0446010808781936
46033,0.04199056713832227,0.041644297696464556
46090,0.04508738476757393,0.03698039589199487
46169,0.04501531505243784,0.041499307008195645
46205,0.04392430609457216,0.054954643456966296
46318,0.04777286853038634,0.05670857298842135
46334,0.045833219650828386,0.06502683649015814
46413,0.04794283560320413,0.05965049516663442
46499,0.04364300346272351,0.05405096964163925
47241,0.04028908769331499,0.050804112745393364
47301,0.04152954693931774,0.04817027898358436
47321,0.048758742348420085,0.0476286991860467
47489,0.04512553424615707,0.044683744508139694
47585,0.04728014755923351,0.04373916473191874
47638,0.052545656875348484,0.039356769572130926
47669,0.05118279784404621,0.04011532998631129
47705,0.05096850621743928,0.042885124988364595
47744,0.054013233484823384,0.043059333340109904
47882,0.053801626762099874,0.04248612808909342
47947,0.048336432147784894,0.04994447562572941
47970,0.04461285177561716,0.049172769331869995
48076,0.04620302940927459,0.0458221540320895
48181,0.041505342697883404,0.043564357777276075
